Bradyrhizobium sp. BTAi1,Cupriavidus metallidurans,Methylobacterium sp. C1,Methylobacterium radiotolerans,Bradyrhizobium sp. SK17,Bradyrhizobium sp. S23321,Bradyrhizobium diazoefficiens,Carnobacterium inhibens,Ralstonia pickettii,Bradyrhizobium japonicum,Bradyrhizobium sp. CCGE-LA001,Methylobacterium populi,Methylobacterium oryzae,Bradyrhizobium sp.,Methylobacterium phyllosphaerae,Leuconostoc carnosum,Paucibacter sp. KCTC 42545,Methylobacterium extorquens,Mitsuaria sp. 7,Roseateles depolymerans,Rhodococcus fascians,Cutibacterium acnes,Streptococcus oralis,Erwinia billingiae,Jeotgalibacillus malaysiensis,Pseudomonas rhizosphaerae,Bradyrhizobium sp. ORS 278,Carnobacterium sp. 17-4,Pantoea agglomerans,Erwinia gerundensis,Rhodococcus sp. PBTS 2,Chroococcidiopsis thermalis,Methanobrevibacter millerae,Cupriavidus basilensis,Streptococcus mitis,Bradyrhizobium sp. ORS 285,Exiguobacterium sibiricum,Bradyrhizobium oligotrophicum,Streptococcus gordonii,Bacillus subtilis,Streptococcus parasanguinis,Rathayibacter tritici,Turicibacter sp. H121,Pantoea sp. PSNIH2,Methylobacterium sp. AMS5,Carnobacterium maltaromaticum,Listeria monocytogenes,Brevundimonas vesicularis,Pantoea sp. PSNIH1,Devosia sp. H5989
0.011421456,0.00179493,0.012535905,0.011090218,0.002120578,0.00116723,0.009320276,0.019111257,0.017597546,0.001157928,0.018603158,0.002612645,0.000882493,0.008734905,0.000631815,0.003970564,0.000972725,0.00163505,0.000579145,0.000767948,0.002578956,0.00152354,0.004123109,0.001625916,0.002111662,0.002478558,0.00085488,0.000256048,0.000641712,0.002531428,0.002876974,0.001786195,0.002765911,0.009158384,0.004697729,0.001223739,0.002357629,0.000734381,0.001778953,0.001779248,0.002422021,0.000756694,0.006403454,0.003483251,0.005956785,0.000299756,0.000893481,0.001088091,0.000488117,0.00017267
0.005924553,0.001033846,0.002075192,0.01332839,0.002719499,0.009935876,0.002766228,0.003753605,0.00182441,0.00954546,0.002443388,0.001575572,0.000381674,0.008880148,0.001364791,0.001822676,0.000552052,0.009523551,0.001038966,0.000908767,0.003097868,0.000652272,0.003979293,0.001615505,0.002413112,0.003206145,0.000550649,0.005855356,0.001781146,0.007347538,0.001194425,0.008670431,0.001020831,0.000736452,0.005064206,9.94E-05,0.001058355,0.009991075,0.004263997,0.002958625,0.00228335,6.86E-05,0.00320521,0.003218452,0.000446954,0.000367209,0.006206838,0.000774216,0.000890142,0.000202505
0.003600302,0.011249816,0.002083173,0.001928657,0.001790445,0.002988097,0.003698787,0.003335214,0.010288854,0.000599709,0.008950968,0.001442086,0.008284964,0.001452682,5.24E-05,0.006315826,0.014612501,0.007154347,0.00078219,0.000863739,0.005154987,0.002470918,0.00690227,0.002427834,0.004483298,0.002605406,0.000597037,0.000896756,0.000278688,0.001251614,0.001340911,0.007218847,0.003412554,0.001740881,0.003030077,0.007001532,0.004829028,0.001011546,0.004638672,0.002289985,0.002821902,0.000632454,0.002817445,0.001373846,0.001738663,0.000123415,0.00238774,0.000981742,0.000635694,0.000181743
0.001231722,0.00117404,0.021775906,0.006538529,0.002963731,0.010592691,0.006023963,0.013652695,0.001032938,0.002425718,0.000741442,0.010783574,0.002106735,0.001255911,0.001422334,0.007304018,0.000658085,0.001111458,0.001053046,0.006180841,0.006006711,0.004137312,0.000277969,0.002156245,0.002454093,0.000956581,0.000168021,0.001051202,0.000809701,0.001824149,0.004051319,0.000988526,0.002014005,6.23E-05,0.002692494,0.000747875,0.000248437,0.000416522,0.000989322,0.003556189,0.000879688,0.000663265,0.002581597,0.000475412,0.012189118,0.001536377,0.001178129,0.000597451,0.001223222,4.31E-05
0.002762078,0.002581008,0.006409525,0.019986771,0.002712417,0.004945942,0.003180646,0.005463741,0.006495805,0.001436108,0.000663817,0.001834988,0.001103408,0.000541967,0.000100995,0.002810005,0.001751141,0.001875141,0.000589154,0.00874307,0.001412145,0.006858708,0.001734386,0.003336979,0.004865391,0.000833302,0.003259623,0.000618192,0.000371369,0.002569932,0.000210502,0.001828849,0.001988137,0.000375288,0.003608322,0.001331042,0.000742909,0.000508247,0.001295712,0.002612942,0.005254861,0.000561608,0.00230825,0.001298517,0.0022483,0.005642747,0.004569527,0.000874488,0.00241149,0.006154904
0.00121917,0.003265212,0.018407465,0.000938861,0.003737282,0.003095312,0.001305415,0.001687359,0.019434634,0.003463416,0.0038387,0.00193745,0.007155153,0.004698967,0.002294632,0.00207248,0.008830933,0.001714771,0.000413454,0.004013167,0.002799543,0.00087834,0.003394621,0.001105491,0.005639147,0.005510316,0.002275884,0.001792165,0.001536027,0.000642866,0.002908971,0.003378654,0.002138181,0.000545408,0.000983087,0.000393795,0.00099786,0.007402062,0.00220477,0.002963172,0.003191093,0.000771825,0.000124996,0.001764418,0.000358951,0.001788784,0.00287198,0.006306008,0.002167481,0.000465685
0.002957629,0.010351234,0.030342294,0.006484566,0.000736603,0.003622498,0.002394523,0.010275445,0.000817781,0.000564308,0.003279277,0.01269823,0.001387414,0.002037965,0.001061378,0.001765038,0.000832281,0.000570172,0.000508441,0.007468999,0.00194488,0.003207029,0.001879965,0.002854411,0.001760563,0.001199779,0.000266557,0.001402282,0.005205294,0.000944879,0.00212383,0.001515187,0.003446478,0.000445488,0.001617577,0.000821542,0.00038033,0.002051688,0.001990602,0.000951541,0.001842012,0.001077306,0.001987142,0.002832229,0.00043459,0.00481919,0.001657016,0.001143603,0.002840027,0.006325917
0.016195248,0.003574388,0.01329274,0.003878372,0.00103693,0.002946078,0.001419106,0.00498486,0.004278427,0.002715056,0.008617534,0.001936601,0.001389367,0.007461829,0.000816802,0.001997187,0.000614294,0.00120786,0.001379132,0.001608465,0.000605505,0.001576878,0.000574984,0.00467136,0.001050758,0.001497417,0.006652308,0.005632775,0.001282663,0.000319523,0.002548882,0.002928601,0.001743613,0.00675974,0.000997888,0.0003338,0.004290818,0.001986221,0.001554189,0.002906729,0.003465671,0.00240309,0.006804769,0.003544762,0.006134917,0.000928348,0.001841035,0.002575547,0.001642745,0.001508878
0.000504339,0.003260894,0.001847662,0.004774176,0.003367476,0.010326581,0.004019107,0.011586895,0.002473631,0.002350121,0.002661221,0.003935806,0.008504232,0.009724882,0.003934898,0.002521489,0.007829696,0.006903771,0.000578172,0.000396818,0.003904002,0.00138407,0.001728618,0.002519241,0.00350316,0.003150534,0.000912521,0.008667523,0.003293392,0.000567483,0.002467903,0.000546342,0.000689664,0.000263263,0.006517603,0.006914106,0.001068998,0.000595517,0.00191748,0.003634432,0.003414193,0.000554415,0.000745917,0.001257718,0.001249125,0.000285101,0.003757857,0.002622899,0.00310172,0.000743453
0.003748154,0.002135519,0.003074693,0.00751653,0.002021716,0.001434208,0.012418135,0.003724245,0.001826989,0.010220866,0.015490881,0.018770722,0.0009416,0.000884261,0.00047086,0.001871568,0.00188451,0.001048733,0.000576934,0.001014224,0.002594027,0.000653232,0.003855442,0.002370226,0.001134586,0.001693682,0.000123097,0.000855948,0.001100745,0.005544114,0.001206909,0.001506836,0.001070431,0.006515689,0.004820595,0.000176883,0.001481826,0.000154378,0.002391084,0.000989911,0.002649231,0.000739477,0.003014969,0.00102796,0.000235626,0.006489699,0.002083435,0.003183892,0.002476593,0.000864629
0.012389842,0.002016776,0.013785692,0.003664153,0.002113165,0.002847867,0.00324867,0.009000839,0.001863858,0.000412172,0.000729196,0.009066174,0.008320399,0.001584647,0.001674189,0.007330363,0.006643465,0.003195677,0.001547742,0.00636539,0.003626282,0.0007547,0.001263724,0.001220402,0.001024435,0.00083507,0.00348015,4.68E-05,0.003576647,0.001814558,0.003231176,0.007332965,0.002959592,0.000533947,0.002634736,0.000603882,0.001594658,0.005904805,0.006550912,0.004015451,0.001407036,0.001372738,0.002933914,0.000942778,0.006554426,0.002257535,0.004954453,0.000595387,0.000511761,0.000793342
0.006457244,0.001724817,0.004834055,0.001759028,0.001524186,0.008599427,0.010723381,0.003799743,0.001652629,0.010328536,0.000897916,0.009356866,0.002005175,0.007877888,0.000786861,0.003735961,0.002525056,0.001732389,0.002765411,0.002040116,0.000683133,0.005799381,0.001321234,0.000161106,0.002886272,0.008781644,0.000586879,0.000952016,0.001518538,0.001318012,0.002483158,0.001252575,0.001544327,0.00113299,0.005725686,0.006919388,0.001668763,0.000441774,0.001479337,0.001131561,0.001977486,0.004376767,0.002590717,0.002878668,0.007148181,0.000144909,0.00079651,0.000670168,0.002843499,0.001959608
0.002362688,0.010845242,0.012380893,0.008565775,0.003177263,0.001074429,0.002411177,0.003071496,0.011409581,0.010522256,0.002228325,0.00310962,0.00097226,0.000305473,0.000238702,0.001792765,0.00823688,0.008047384,0.001277149,0.00098597,0.001782465,0.002415201,0.003202522,0.002095303,0.000968634,0.001077825,0.00660945,0.00027991,0.003487992,0.005305147,0.001320926,0.000428736,0.002068245,0.000862236,0.00151495,0.000532431,0.001351887,0.00080744,0.000704875,0.001125552,0.002777519,0.001690031,0.001664256,0.003126718,0.006876013,0.005997229,0.00135942,0.00266819,0.000836621,0.007230716
0.011304675,0.001899998,0.001360259,0.015181166,0.000489928,0.010810012,0.002965748,0.007057278,0.002483015,0.001314038,0.008622637,0.001089492,0.001459461,0.015119613,0.002174768,0.001847868,0.001304967,0.007118353,0.00730734,0.008679785,0.00184662,0.002983049,0.002898615,0.001430759,0.004954345,0.00232741,0.000716659,0.001241908,0.001721672,0.000632988,0.001607728,0.002250282,0.002084008,0.00032498,0.000575961,0.000607633,0.000732158,0.006479589,0.001866098,0.0042983,0.000246898,0.002155265,0.004729282,0.002149394,0.006605251,0.000224895,0.001838834,0.001899872,0.000308018,0.001598541
0.006247559,0.002907114,0.011479801,0.010743919,0.017351259,0.000903715,0.009817045,0.006804831,0.001019463,0.017732073,0.00928527,0.000840225,0.003360502,0.001543521,0.001277857,0.010307774,0.001463215,0.001417679,0.000578633,0.007773077,0.003399673,0.001038788,0.004745025,0.001785703,0.005765599,0.001484082,0.000592304,0.001250193,0.002408389,0.002875964,0.001621584,0.002437303,0.00140507,0.001611159,0.000887351,0.000291233,0.003083322,0.001669755,0.002049981,0.002247977,0.00137542,0.004175472,0.004278733,0.004392101,0.000650771,0.002886862,0.003446131,0.002734945,0.002745612,0.000773458
0.00732874,0.017569927,0.011117021,0.002964808,0.010178865,0.001028374,0.020729125,0.000350231,0.002431621,0.002779588,0.001813716,0.001934615,0.00336746,0.002238677,0.000835705,0.001448633,0.002050003,0.001223519,0.000978537,0.00143897,0.001682481,0.003374225,0.001738892,0.001181863,0.001682691,0.001146738,0.000473467,0.004576282,0.000471085,0.001873688,0.000906242,0.001574135,0.000486448,0.001927888,0.000654826,0.010521365,0.005171233,0.000208364,0.00112411,0.001625564,0.001074128,0.00076891,0.0006799,0.002738458,0.00014201,0.004631284,0.001845546,0.00668142,0.000684242,0.006571279
0.003559605,0.003581043,0.001234947,0.001150344,0.014741229,0.018693797,0.002023579,0.001163781,0.009433988,0.009322182,0.004305253,0.001624436,0.002135053,0.009783084,3.41E-05,0.002768617,0.000404855,0.000635149,0.001656078,0.000851196,0.000666979,0.004245169,0.000645053,0.000563588,0.00104621,0.001881127,0.007791966,0.001821688,0.007277536,0.000710661,0.001616073,0.002473127,0.001699325,0.012675098,0.004570881,0.000850039,0.002493915,0.007988616,0.001656659,0.002091904,0.001766741,0.000377077,0.004254949,0.004268193,0.000800463,0.000388805,0.001382955,0.002806121,0.000594485,0.001672117
0.012966364,0.004284272,0.001844354,0.004982912,0.001875144,0.008254346,0.009594481,0.008451904,0.003054322,0.009727224,0.002131024,0.002985972,0.000598686,0.003239293,0.002884793,0.002984581,0.00125699,0.000840462,0.000310932,0.000671666,0.003906166,0.001609303,0.010101515,0.000754224,0.002482667,0.002058398,0.006763683,0.010035623,0.001622335,0.000566797,0.001753156,0.005678097,0.003722481,0.000794247,0.003341698,0.000337839,0.001189698,0.001258875,0.002682386,0.002477316,0.002911037,0.001722516,0.001775193,0.002680107,0.000151521,0.001270155,0.002088112,0.000900334,0.000847404,0.00254451
0.005344985,0.003040934,0.008926314,0.006012864,0.002488102,0.001710814,0.003873967,0.000992996,0.004539652,0.002878443,0.003657004,0.013881902,0.001767062,0.00190882,0.00232532,0.001742884,0.000754014,0.002300882,0.001669458,0.000771452,0.001808874,0.00092618,0.004198546,0.002719235,0.00331027,0.00439105,0.000343699,0.004634132,0.002852926,0.001331384,0.00110465,0.002269204,0.003576082,0.001079752,0.00458943,0.006599362,0.000931782,0.001312476,0.003198834,0.001482571,0.001294344,0.002166386,0.003393652,0.002104959,0.000975415,0.000343578,0.002078252,0.001119654,0.002250281,0.000564787
0.009162468,0.010416985,0.010877141,0.01018033,0.008166621,0.004288385,0.000949227,0.011474461,0.001712061,0.002491772,0.003169551,0.002858481,0.002809465,0.002269159,0.001611717,0.002936589,0.000294725,0.001605569,0.008004553,0.00099315,0.006142412,0.001308884,0.005873551,0.006767326,0.001397549,0.001265789,0.00044071,0.000334263,0.004978915,0.005404973,0.00534783,0.000845522,0.002704202,0.001232308,0.004019214,0.000769016,0.000153231,0.007966882,0.003559728,0.003263376,0.00070373,0.002705225,0.004303318,0.002784597,0.00209297,0.001286867,0.000764767,0.00201546,0.001459078,0.000215426
0.0032904,0.015473334,0.000561295,0.002737527,0.0020289,0.00673492,0.00281894,0.007551177,0.000855196,0.017404043,0.001857364,0.001941579,0.001261245,0.000682116,0.001856238,0.00435778,0.0004817,0.00687233,0.001456372,0.000935467,0.006634716,0.003395832,0.002117354,0.001476259,0.003267714,0.000583837,0.006222221,0.000416789,0.006095313,0.004359254,0.001555903,0.003068828,0.001497178,0.000532783,0.000830879,0.000583512,0.002649936,0.00669571,0.000624583,0.000953678,0.003139663,0.000260809,0.005054788,0.00291062,0.001098012,0.005120522,0.00194707,0.001466306,0.003721588,0.000320084
0.006402132,0.002566642,0.007060515,0.00350004,0.0035886,0.00108918,0.01038999,0.00770765,0.000590868,0.013110854,0.018370419,0.003089278,0.001267581,0.001201902,0.000895222,0.001190258,0.002319152,0.009125447,0.000635939,0.008787009,0.002678136,0.002629698,0.0010275,0.000542694,0.006273133,0.00132448,0.000921214,0.013953986,0.001346332,0.001339204,0.000276572,0.000848022,0.002034376,0.003108359,0.001683042,0.000334258,0.001503053,0.002143133,0.001784136,0.000916014,0.001771927,0.004435673,0.002975615,0.002252313,0.000330416,0.000130993,0.001935268,0.000666441,0.001160171,0.006837101
0.011522052,0.004171261,0.009661519,0.001985387,0.010128019,0.007777872,0.00076785,0.000708758,0.001478564,0.000897414,0.000150101,0.001135444,0.010320126,0.000815174,0.007505051,0.002213276,0.002409933,0.000837542,0.00037382,0.007945211,0.001287767,0.004385719,0.001397843,0.00139527,0.00383324,0.001682178,0.006811773,0.002274259,0.004767334,0.001448396,0.001312187,0.001802691,0.001621779,0.000726476,0.002314742,0.00758146,0.008758497,0.001080378,0.002481204,0.002504632,0.003641253,0.00120234,0.000850596,0.002927436,0.000475572,0.000657526,0.001163723,0.003326364,0.003891998,0.005721988
0.00626484,0.004649232,0.009768136,0.004805845,0.001742807,0.002763714,0.000901825,0.001302898,0.002622072,0.007918507,0.000594776,0.011054492,0.007697853,0.001055335,0.002056573,0.001444227,0.000339121,0.015727019,0.002207529,0.000417704,0.008302502,0.003199097,0.003419462,0.001812136,0.004276025,0.001963678,0.001905775,0.001911475,0.002694004,0.002157258,0.003783147,0.006019409,0.0022683,0.000124133,0.002054832,0.000200174,0.000122355,0.001359722,0.001349026,0.002522832,0.004587003,0.000975685,0.000741644,0.003296462,0.00031036,0.004702027,0.00190991,0.00195928,0.001195699,0.000683141
0.002745578,0.001852018,0.004241595,0.001619976,0.016577413,0.001920572,0.010218783,0.007205796,0.001825598,0.01093228,0.002434813,0.002413357,0.004552501,0.00095907,0.002098096,0.007862735,0.000714404,0.009741258,0.000495841,0.002801616,0.001590188,0.001388103,0.000609408,0.00662645,0.002189921,0.000944203,0.000527643,0.000139599,0.003996266,0.003256307,0.001563531,0.001169312,0.002543314,0.001264064,0.0013711,0.002669352,0.005801949,0.001163263,0.001298731,0.001385573,0.001327863,0.002813333,0.003987965,0.002354759,0.00048262,0.005271481,0.001306794,0.001662015,0.001263648,0.00063211
0.011759771,0.005910049,0.009580923,0.001305493,0.001301235,0.003878697,0.000175076,0.00097407,0.001495298,0.009782337,0.00109425,0.001863202,0.000990065,0.009307689,0.002639656,0.00174187,0.008196916,0.001346456,0.001180677,0.009557324,0.003235229,0.002367585,0.001276869,0.00582266,0.001972557,0.001136848,0.00083945,0.000703676,0.001395735,0.001927123,0.003393311,0.001193068,0.000419595,0.001771028,0.001174733,0.014606718,0.003254921,0.00645668,0.004626185,0.001754099,0.002928006,0.004992676,0.001182758,0.002175174,0.000178166,0.000429538,0.002795561,0.002299997,0.000402151,0.000558502
0.002112761,0.001331702,0.00334229,0.001667352,0.002151187,0.001933879,0.012829901,0.001821797,0.002344476,0.001620337,0.004397016,0.00116913,0.007627819,0.007301169,0.009066669,0.008361967,0.002380474,0.000903893,0.000442894,0.001091073,0.0021804,0.001157213,0.000892429,0.002427822,0.001399363,0.000634409,0.005823565,0.000323246,0.001170228,0.000881972,0.002766676,0.001221257,0.001433107,0.001314906,0.00265224,0.000470752,0.000455529,0.007697646,0.000959918,0.000547203,0.001103533,0.004711277,0.001506036,0.001188148,0.000189571,0,0.002287599,0.007033894,0.000857651,0.000617809
0.002346309,0.012437607,0.011208421,0.01055579,0.001299538,0.000801711,0.008894485,0.003252552,0.001864722,0.000516735,0.017832764,0.00078948,0.0011614,0.002084609,0.003197943,0.005916348,0.000424849,0.005215438,0.003761855,0.00664848,0.00054977,0.002055928,0.001368404,0.002252293,0.00598546,0.002001634,0.000973873,0.000429572,0.003569658,0.002162424,0.004354702,0.006907304,0.001803662,0.005552487,0.005748941,0.001598398,0.001849768,0.000635935,0.003088833,0.002596997,0.001300234,0.001059018,0.001828039,0.002310487,0.003193854,0.000704753,0.001428126,0.005176866,0.004077307,0.001027667
0.012621798,0.012356402,0.00196361,0.002212071,0.00145557,0.003685563,0.00302242,0.001290864,0.004434969,0.011771669,0.007478715,0.002048629,0.001096313,0.008002887,0.002303669,0.008229417,0.000392649,0.001061095,0.001981287,0.000447614,0.000924515,0.003682283,0.001367096,0.000380277,0.002220831,0.00399822,0.00071295,0.001551934,0.000550175,0.001078382,0.002669324,0.006992296,0.00257781,0.001277506,0.000865486,0.000287741,0.002852508,3.07E-05,0.001519517,0.001474742,0.001192232,0.002544447,0.001132129,0.00211695,0.012648795,0.001321532,0.001565605,0.002415378,0.004181821,0.000902235
0.008821515,0.010528639,0.002316196,0.0090141,0.002637663,0.001921883,0.006600291,0.001099307,0.003981843,0.001129054,0.001024919,0.001084499,0.001518078,0.001090132,0.002537735,0.001725703,0.009017097,0.014239804,0.015154971,0.002207113,0.004939806,0.002999352,0.000511034,0.001490759,0.002627582,0.001007139,0.001451179,0.001906093,0.001281202,0.004508148,0.002229866,0.004976033,0.004915012,0.002650306,0.004938494,0.000226635,0.000229338,0.000277578,0.00415829,0.002547871,0.000676711,0.001250824,0.001901238,0.001188312,0.001859569,0.007924517,0.00250913,0.002084762,0.001184059,0.000410145
0.005460523,0.011504569,0.002246264,0.008944848,0.00135111,0.010934703,0.002968086,0.00236883,0.000908374,0.009465008,0.000825661,0.011683734,0.013551235,0.002050317,0.000719677,0.006401634,0.000423445,0.002531661,0.000493799,0.000217191,0.005251607,0.001802893,0.005178902,0.002567332,0.000936158,0.002282071,0.000270028,0.002269098,0.002910158,0.002327245,0.004829013,0.002374951,0.001274065,0.006833193,0.003087303,0.003478995,0.004840715,0.007059012,0.00117773,0.001141612,0.005497326,0.000337664,0.000834411,0.001305391,0.000474965,0.000391413,0.002792899,0.001725763,0.003372484,0.006528242
0.009810827,0.005976881,0.009874669,0.003429923,0.011143661,0.000918832,0.001156269,0.000632294,0.001223431,0.013945554,0.003783758,0.009394289,0.002117313,0.000661667,0.000695321,0.005919946,0.00073736,0.002010473,0.008185817,0.001419451,0.005419161,0.007453913,0.001075506,0.004222942,0.002680747,0.0017651,0.000613871,0.004625644,0.002721458,0.003816991,0.000448081,0.001039016,0.00151957,0.006632449,0.001768077,0.000816828,0.000408327,0.006539379,0.007435122,0.001898495,0.002646279,0.00073093,0.001323227,0.00100255,0.000175669,0.00068479,0.000570566,0.00100209,0.001966304,0.000353667
0.007062698,0.020085535,0.013707217,0.007358191,0.006587623,0.005803958,0.002537954,0.001656797,0.000413849,0.001271741,0.001152619,0.001082998,0.002230625,0.003287356,0.003128177,0.002272728,0.00151318,0.001983763,0.001310724,0.000259007,0.004110073,0.003886736,0.002037756,0.006348521,0.001318916,0.003964112,0.006583081,0.000254758,0.000338307,0.001844765,0.00194171,0.001347304,0.003208368,0.000336024,0.005596525,0.000173907,0.004058865,0.000621041,0.000681863,0.001730996,0.000586319,0.002603258,0.001516488,0.001612671,0.000838615,0.001693687,0.001359784,0.006966462,0.003165852,0.006034571
0.002991617,0.001903034,0.002756955,0.003361589,0.013579376,0.004955598,0.009729694,0.001720502,0.011239904,0.002505926,0.000317767,0.003695862,0.007624104,0.001347197,0.003490141,0.002994502,0.003898997,0.000712644,0.001355436,0.000761241,0.003828069,0.004398284,0.000811992,0.001031551,0.000908541,0.004330176,0.000282603,0.000578177,0.004252377,0.003380702,0.002846176,0.001425866,0.002158679,0.000343991,0.000298287,0.000289164,0.001900016,0.001235546,0.00576875,0.002164576,0.003533674,0.005184363,0.00047529,0.001221251,0.000608252,0.006095629,0.003505109,0.000919593,0.006740309,0.000843411
0.000855201,0.012008816,0.004806741,0.011722576,0.002625597,0.003234901,0.002217891,0.000533317,0.000980765,0.001348124,0.001967322,0.00839258,0.008440087,0.001533414,0.00891389,0.005758742,0.002184186,0.000464049,0.00255748,0.006934089,0.003635339,0.001511578,0.004361558,0.003037588,0.003427938,0.004035845,0.007024515,0.001768848,0.000508907,0.002857769,0.002420831,0.003118152,0.00095421,0.000245206,0.006089879,7.13E-05,0.00160483,0.006357164,0.000917035,0.00204453,0.001338166,0.000536803,0.001024182,0.002297811,0.000361481,0.00066169,0.001508768,0.001235666,0.002362604,0.000759008
0.003265985,0.001290528,0.012415723,0.002642198,0.008298193,0.001901622,0.000673417,0.005921027,0.009961117,0.00163252,0.009550321,0.004196751,0.002467019,0.001754108,0.008283103,0.009006029,0.001944792,0.001905988,0.000405355,0.007317564,0.001676233,0.001151837,0.000784444,0.002282917,0.001131452,0.001654212,0.006505133,0.007254468,0.00160137,0.000295588,0.000933251,0.002661736,0.002574626,0.000766971,0.001099512,0.006338365,0.000312675,0.007674419,0.004065139,0.002274893,0.000672936,0.001700234,0.002272757,0.001455738,0.000262162,0.000589105,0.00150668,0.000770059,0.00051749,0.000887915
0.00495724,0.009242835,0.005912322,0.00171128,0.007318829,0.002621122,0.00182477,0.010496569,0.002188014,0.003196063,0.000432133,0.001102804,0.00205075,0.001276072,0.001378959,0.001449564,0.000913347,0.002306911,0.001368677,0.000993521,0.002127882,0.003955614,0.001614088,0.005713025,0.002668732,0.004574139,0.006168398,0.007565171,0.001627059,0.000798003,0.0057732,0.004380015,0.004440054,0.006771734,0.004687902,0.000426513,0.00035616,0.007351772,0.002205128,0.00259328,0.001935664,0.002743115,0.000989494,0.0009683,0.00059235,7.42E-05,0.001852037,0.001998646,0.001791944,0.005301977
0.011598138,0.011905334,0.014958512,0.020258134,0.000337694,0.003563404,0.009690786,0.000836149,0.00124415,0.005685625,0.002510728,0.00820412,0.007859977,0.000570137,0.002995862,0.003095019,0.000521646,0.000765958,0.000583585,0.000325493,0.001730469,0.002399141,0.000567745,0.000803808,0.003333916,0.000981494,0.000249722,0.001647958,0.000545306,0.007756642,0.001246209,0.001578941,0.007065597,0.002359866,0.000810199,0.000489301,0.000629185,0.007681378,0.000408041,0.001963995,0.000816191,0.001182551,0.00478503,0.001872362,0.005937447,0.004629473,0.001417925,0.001049799,0.003631408,0.000273797
0.008391752,0.00296595,0.004707926,0.0035321,0.002157781,0.001433709,0.001633212,0.001885215,0.000665947,0.009295059,0.004801736,0.008826808,0.000381823,0.002143274,0.005566364,0.001515819,0.000712263,0.007098448,0.001211198,0.000519485,0.004797643,0.000820276,0.003332827,0.010681647,0.001237676,0.003072713,0.007401447,0.000333689,0.001346255,0.001136508,0.000652691,0.000841505,0.00156523,0.002591794,0.000646466,6.32E-05,0.000684516,0.000899087,0.00037221,0.001730298,0.002089319,0.002123252,0.001831635,0.003791695,0.000754422,0.000729127,0.001805665,0.00316167,0.000924469,0.005819414
0.0035968,0.011649537,0.006931136,0.002368812,0.004083518,0.017270857,0.000983657,0.001610575,0.000881191,0.005381944,0.011641492,0.004898679,0.000858286,0.01046959,0.000890362,0.001218504,0.007995683,0.002099916,0.00305282,0.002362275,0.004825522,0.004169092,0.001122779,0.001620792,0.002713011,0.000899061,0.000666484,0.003600416,0.001370963,0.000872167,0.001644061,0.001052361,0.001254477,0.001933265,0.001687449,0.000953196,0.002835704,0.000379583,0.00386377,0.001543933,0.003583207,0.000568468,0.001176668,0.003378948,0.000610703,0.000282312,0.001382265,0.002486215,0.000775124,0.007099047
0.000576376,0.001444145,0.004144611,0.002520581,0.005028582,0.004408893,0.009610014,0.015349841,0.005014468,0.000996067,0.016736019,0.00070922,0.009313196,0.00129441,0.007647326,0.007277025,0.000835685,0.009631628,0.00017106,0.002318269,0.001171444,0.002457538,0.007011387,0.000915637,0.001251522,0.0042271,0.007258715,0.000885851,0.002029633,0.001065238,0.001797661,0.00123677,0.001986257,0.006195398,0.001300724,0.000509096,0.000155145,0.000368476,0.000449855,0.001768525,0.002172872,0.005266667,0.001427895,0.003533688,0.005123771,0.000382617,0.001774996,0.000613542,0.001464984,0.000989125
0.033476467,0.004065618,0.002297314,0.003147872,0.017447413,0.001284598,0.001290089,0.00231105,0.000764474,0.000624506,0.001995072,0.001818429,0.00353312,0.007123503,0.002194332,0.000936062,0.003733093,0.000816686,0.021912884,0.004915955,0.002448174,0.002244528,0.00318222,0.002847519,0.004314336,0.00355339,0.000977629,0.000698531,0.003357474,0.00100816,0.002653415,0.003150932,0.00202571,0.006345167,0.001439493,0.000265635,0.000448509,0.006791141,0.004369973,0.001400573,0.001253156,0.000567449,0.000934402,0.002045565,0.001399555,0.006102235,0.000791894,0.002229671,0.002056956,0.001782408
0.007232356,0.003952088,0.004390256,0.007629131,0.002372009,0.008729159,0.009335102,0.002420409,0.002829045,0.004611728,0.003292537,0.008521384,0.00563828,0.001054315,0.000269434,0.001789229,0.016472901,0.000568639,0.000698126,0.002050479,0.00521756,0.005061763,0.003938655,0.002197073,0.004820451,0.007011525,0.0019765,0.006101607,0.001566692,0.001533917,0.004436568,0.001491456,0.001336299,0.000610211,0.003072765,9.42E-05,0.00056797,0.007499224,0.001055656,0.003121571,0.005792507,0.001307883,0.001243667,0.002887037,0.000322743,0.001056059,0.000849244,0.005961231,0.001603789,0.000518618
0.012796491,0.010832675,0.003476925,0.001368752,0.002651688,0.002909557,0.004262617,0.00480918,0.000468975,0.001823995,0.004472065,0.007484347,0.001238975,0.009125485,0.008730512,0.001464788,0.008942214,0.001298832,0.008438106,0.000710058,0.002183047,0.001674634,0.001590113,0.001333859,0.001646818,0.001165714,0.000369812,0.000195724,0.001207907,0.002241687,0.002867026,0.00154296,0.001200446,0.001318062,0.001081177,0.001483424,0.000521222,0.001068419,0.008545661,0.004085025,0.000707962,0.001476139,0.002262951,0.001187772,0.006793463,0.00015589,0.005993809,0.00029317,0.004792461,0.000418673
