,Classifier,Preprocessing,Noise,Training_Time_in_sec,Accuracy,Top_2_accuracy,Top_3_accuracy,Top_5_accuracy,Top_10_accuracy,Precision,Recall
adaboost_binary_0,adaboost,binary,0.0,28.950769186019897,0.6140142517814727,0.830166270783848,0.9382422802850356,0.996437054631829,1.0,0.6140142517814727,0.6140142517814727
adaboost_binary_1e-10,adaboost,binary,1e-10,116.64685893058777,0.6128266033254157,0.832541567695962,0.9275534441805225,0.997624703087886,1.0,0.6128266033254157,0.6128266033254157
adaboost_binary_1e-09,adaboost,binary,1e-09,111.62438082695007,0.5475059382422803,0.8147268408551069,0.9382422802850356,0.995249406175772,1.0,0.5475059382422803,0.5475059382422803
adaboost_binary_1e-08,adaboost,binary,1e-08,109.6975929737091,0.6270783847980997,0.9097387173396675,0.9798099762470309,0.998812351543943,1.0,0.6270783847980997,0.6270783847980997
adaboost_binary_1e-07,adaboost,binary,1e-07,107.00189805030823,0.6116389548693587,0.8954869358669834,0.9726840855106889,0.998812351543943,1.0,0.6116389548693587,0.6116389548693587
adaboost_binary_1e-06,adaboost,binary,1e-06,140.66531205177307,0.5973871733966746,0.8634204275534442,0.9608076009501187,0.9928741092636579,1.0,0.5973871733966746,0.5973871733966746
adaboost_binary_1e-05,adaboost,binary,1e-05,132.45451307296753,0.42042755344418054,0.7292161520190024,0.9239904988123515,0.9904988123515439,1.0,0.42042755344418054,0.42042755344418054
adaboost_binary_0.0001,adaboost,binary,0.0001,148.9054298400879,0.46080760095011875,0.6116389548693587,0.8194774346793349,0.982185273159145,1.0,0.46080760095011875,0.46080760095011875
adaboost_binary_0.001,adaboost,binary,0.001,167.94697380065918,0.5415676959619953,0.7672209026128266,0.8408551068883611,0.9418052256532067,1.0,0.5415676959619953,0.5415676959619953
adaboost_binary_0.01,adaboost,binary,0.01,157.27348399162292,0.37410926365795727,0.7351543942992874,0.8491686460807601,0.982185273159145,1.0,0.37410926365795727,0.37410926365795727
adaboost_binary_0.1,adaboost,binary,0.1,171.11851596832275,0.4358669833729216,0.7494061757719715,0.9406175771971497,0.9857482185273159,1.0,0.4358669833729216,0.4358669833729216
adaboost_binary_1,adaboost,binary,1.0,191.08023595809937,0.42161520190023755,0.6828978622327792,0.830166270783848,0.9619952494061758,1.0,0.42161520190023755,0.42161520190023755
adaboost_binary_10,adaboost,binary,10.0,184.54933285713196,0.31353919239904987,0.6769596199524941,0.8646080760095012,0.9619952494061758,1.0,0.31353919239904987,0.31353919239904987
adaboost_binary_100,adaboost,binary,100.0,185.73305892944336,0.1828978622327791,0.6235154394299287,0.8634204275534442,0.9619952494061758,1.0,0.1828978622327791,0.1828978622327791
adaboost_binary_1000,adaboost,binary,1000.0,189.02251815795898,0.18646080760095013,0.5510688836104513,0.6306413301662708,0.9619952494061758,1.0,0.18646080760095013,0.18646080760095013
adaboost_clr_0,adaboost,clr,0.0,145.03153610229492,0.6247030878859857,0.8408551068883611,0.9441805225653207,0.994061757719715,1.0,0.6247030878859857,0.6247030878859857
adaboost_clr_1e-10,adaboost,clr,1e-10,129.79402327537537,0.5736342042755345,0.8598574821852731,0.9536817102137767,0.9904988123515439,1.0,0.5736342042755345,0.5736342042755345
adaboost_clr_1e-09,adaboost,clr,1e-09,147.98439502716064,0.5403800475059383,0.8087885985748219,0.9358669833729216,0.997624703087886,1.0,0.5403800475059383,0.5403800475059383
adaboost_clr_1e-08,adaboost,clr,1e-08,137.3839111328125,0.5902612826603325,0.8135391923990499,0.9418052256532067,0.996437054631829,1.0,0.5902612826603325,0.5902612826603325
adaboost_clr_1e-07,adaboost,clr,1e-07,151.57313585281372,0.5558194774346793,0.7577197149643705,0.8788598574821853,0.9869358669833729,1.0,0.5558194774346793,0.5558194774346793
adaboost_clr_1e-06,adaboost,clr,1e-06,175.17310500144958,0.5570071258907363,0.7980997624703088,0.9251781472684085,0.996437054631829,1.0,0.5570071258907363,0.5570071258907363
adaboost_clr_1e-05,adaboost,clr,1e-05,170.03811192512512,0.5760095011876485,0.850356294536817,0.9596199524940617,0.994061757719715,1.0,0.5760095011876485,0.5760095011876485
adaboost_clr_0.0001,adaboost,clr,0.0001,171.80350184440613,0.6163895486935868,0.83729216152019,0.9501187648456056,0.998812351543943,1.0,0.6163895486935868,0.6163895486935868
adaboost_clr_0.001,adaboost,clr,0.001,169.3045723438263,0.5807600950118765,0.8432304038004751,0.9418052256532067,0.9928741092636579,1.0,0.5807600950118765,0.5807600950118765
adaboost_clr_0.01,adaboost,clr,0.01,180.19630599021912,0.5475059382422803,0.8194774346793349,0.9370546318289786,0.996437054631829,1.0,0.5475059382422803,0.5475059382422803
adaboost_clr_0.1,adaboost,clr,0.1,175.8555018901825,0.5166270783847982,0.8206650831353919,0.9228028503562945,0.9928741092636579,1.0,0.5166270783847982,0.5166270783847982
adaboost_clr_1,adaboost,clr,1.0,2047.9403569698334,0.5344418052256532,0.8182897862232779,0.9287410926365796,0.9845605700712589,1.0,0.5344418052256532,0.5344418052256532
adaboost_clr_10,adaboost,clr,10.0,3081.1859641075134,0.38954869358669836,0.5403800475059383,0.6888361045130641,0.9584323040380047,1.0,0.38954869358669836,0.38954869358669836
adaboost_clr_100,adaboost,clr,100.0,3876.5151822566986,0.30403800475059384,0.5938242280285035,0.7565320665083135,0.9619952494061758,1.0,0.30403800475059384,0.30403800475059384
adaboost_clr_1000,adaboost,clr,1000.0,2983.5709290504456,0.18646080760095013,0.498812351543943,0.5427553444180523,0.9596199524940617,1.0,0.18646080760095013,0.18646080760095013
adaboost_multiplicative_replacement_0,adaboost,multiplicative_replacement,0.0,978.7638630867004,0.5166270783847982,0.7957244655581948,0.9287410926365796,0.996437054631829,1.0,0.5166270783847982,0.5166270783847982
adaboost_multiplicative_replacement_1e-10,adaboost,multiplicative_replacement,1e-10,2084.201110124588,0.5273159144893111,0.8230403800475059,0.9251781472684085,0.997624703087886,1.0,0.5273159144893111,0.5273159144893111
adaboost_multiplicative_replacement_1e-09,adaboost,multiplicative_replacement,1e-09,4023.743852853775,0.5332541567695962,0.7719714964370546,0.9038004750593824,0.994061757719715,1.0,0.5332541567695962,0.5332541567695962
adaboost_multiplicative_replacement_1e-08,adaboost,multiplicative_replacement,1e-08,3134.554769039154,0.5130641330166271,0.8004750593824228,0.9429928741092637,0.994061757719715,1.0,0.5130641330166271,0.5130641330166271
adaboost_multiplicative_replacement_1e-07,adaboost,multiplicative_replacement,1e-07,1997.8834071159363,0.5522565320665083,0.8254156769596199,0.9180522565320665,0.994061757719715,1.0,0.5522565320665083,0.5522565320665083
adaboost_multiplicative_replacement_1e-06,adaboost,multiplicative_replacement,1e-06,2120.427577018738,0.5095011876484561,0.8206650831353919,0.9334916864608076,0.9928741092636579,1.0,0.5095011876484561,0.5095011876484561
adaboost_multiplicative_replacement_1e-05,adaboost,multiplicative_replacement,1e-05,2269.580326318741,0.336104513064133,0.6199524940617577,0.8824228028503563,0.9869358669833729,1.0,0.336104513064133,0.336104513064133
adaboost_multiplicative_replacement_0.0001,adaboost,multiplicative_replacement,0.0001,148.7874481678009,0.4584323040380047,0.7612826603325415,0.8990498812351544,0.9845605700712589,1.0,0.4584323040380047,0.4584323040380047
adaboost_multiplicative_replacement_0.001,adaboost,multiplicative_replacement,0.001,180.3776867389679,0.3646080760095012,0.66270783847981,0.7897862232779097,0.9477434679334917,1.0,0.3646080760095012,0.3646080760095012
adaboost_multiplicative_replacement_0.01,adaboost,multiplicative_replacement,0.01,195.58912205696106,0.32779097387173395,0.5926365795724465,0.7304038004750594,0.9596199524940617,1.0,0.32779097387173395,0.32779097387173395
adaboost_multiplicative_replacement_0.1,adaboost,multiplicative_replacement,0.1,180.31580424308777,0.31235154394299286,0.48812351543942994,0.7565320665083135,0.9619952494061758,1.0,0.31235154394299286,0.31235154394299286
adaboost_multiplicative_replacement_1,adaboost,multiplicative_replacement,1.0,181.4365119934082,0.3646080760095012,0.6769596199524941,0.8634204275534442,0.9619952494061758,1.0,0.3646080760095012,0.3646080760095012
adaboost_multiplicative_replacement_10,adaboost,multiplicative_replacement,10.0,162.2028419971466,0.07957244655581948,0.2660332541567696,0.6306413301662708,0.9631828978622328,1.0,0.07957244655581948,0.07957244655581948
adaboost_multiplicative_replacement_100,adaboost,multiplicative_replacement,100.0,164.39562892913818,0.31235154394299286,0.498812351543943,0.8634204275534442,0.9631828978622328,1.0,0.31235154394299286,0.31235154394299286
adaboost_multiplicative_replacement_1000,adaboost,multiplicative_replacement,1000.0,187.22501707077026,0.31235154394299286,0.3919239904988123,0.5783847980997625,0.6152019002375297,1.0,0.31235154394299286,0.31235154394299286
adaboost_raw_0,adaboost,raw,0.0,28.778389930725098,0.5617577197149644,0.8515439429928741,0.9524940617577197,0.996437054631829,1.0,0.5617577197149644,0.5617577197149644
adaboost_raw_1e-10,adaboost,raw,1e-10,101.01564693450928,0.5403800475059383,0.8206650831353919,0.9358669833729216,0.998812351543943,1.0,0.5403800475059383,0.5403800475059383
adaboost_raw_1e-09,adaboost,raw,1e-09,103.88928318023682,0.5890736342042755,0.8254156769596199,0.9334916864608076,0.995249406175772,1.0,0.5890736342042755,0.5890736342042755
adaboost_raw_1e-08,adaboost,raw,1e-08,97.21729016304016,0.5415676959619953,0.7933491686460807,0.9216152019002375,0.997624703087886,1.0,0.5415676959619953,0.5415676959619953
adaboost_raw_1e-07,adaboost,raw,1e-07,100.20059013366699,0.5486935866983373,0.8206650831353919,0.9584323040380047,0.997624703087886,1.0,0.5486935866983373,0.5486935866983373
adaboost_raw_1e-06,adaboost,raw,1e-06,129.84248566627502,0.5748218527315915,0.8408551068883611,0.9524940617577197,0.9928741092636579,1.0,0.5748218527315915,0.5748218527315915
adaboost_raw_1e-05,adaboost,raw,1e-05,124.19804310798645,0.44299287410926363,0.7541567695961995,0.8907363420427553,0.9857482185273159,1.0,0.44299287410926363,0.44299287410926363
adaboost_raw_0.0001,adaboost,raw,0.0001,147.19793701171875,0.3812351543942993,0.6888361045130641,0.9097387173396675,0.9893111638954869,1.0,0.3812351543942993,0.3812351543942993
adaboost_raw_0.001,adaboost,raw,0.001,160.03600406646729,0.40617577197149646,0.6092636579572447,0.7660332541567696,0.9513064133016627,1.0,0.40617577197149646,0.40617577197149646
adaboost_raw_0.01,adaboost,raw,0.01,157.265634059906,0.49049881235154397,0.7268408551068883,0.8942992874109263,0.9762470308788599,1.0,0.49049881235154397,0.49049881235154397
adaboost_raw_0.1,adaboost,raw,0.1,165.0289499759674,0.39429928741092635,0.7304038004750594,0.850356294536817,0.9762470308788599,1.0,0.39429928741092635,0.39429928741092635
adaboost_raw_1,adaboost,raw,1.0,166.0934808254242,0.31235154394299286,0.5724465558194775,0.8076009501187649,0.9631828978622328,1.0,0.31235154394299286,0.31235154394299286
adaboost_raw_10,adaboost,raw,10.0,178.55487298965454,0.32304038004750596,0.5451306413301663,0.7494061757719715,0.9631828978622328,1.0,0.32304038004750596,0.32304038004750596
adaboost_raw_100,adaboost,raw,100.0,176.19980788230896,0.3646080760095012,0.5510688836104513,0.8634204275534442,0.9026128266033254,1.0,0.3646080760095012,0.3646080760095012
adaboost_raw_1000,adaboost,raw,1000.0,170.28076004981995,0.31235154394299286,0.32897862232779096,0.4085510688836104,0.9596199524940617,1.0,0.31235154394299286,0.31235154394299286
adaboost_standard_scalar_0,adaboost,standard_scalar,0.0,33.02119302749634,0.6235154394299287,0.8479809976247031,0.9477434679334917,0.996437054631829,1.0,0.6235154394299287,0.6235154394299287
adaboost_standard_scalar_1e-10,adaboost,standard_scalar,1e-10,34.62217903137207,0.5795724465558195,0.8266033254156769,0.9394299287410927,0.995249406175772,1.0,0.5795724465558195,0.5795724465558195
adaboost_standard_scalar_1e-09,adaboost,standard_scalar,1e-09,37.167316913604736,0.5498812351543944,0.8123515439429929,0.9453681710213777,0.997624703087886,1.0,0.5498812351543944,0.5498812351543944
adaboost_standard_scalar_1e-08,adaboost,standard_scalar,1e-08,50.646387815475464,0.6199524940617577,0.8681710213776722,0.9501187648456056,0.995249406175772,1.0,0.6199524940617577,0.6199524940617577
adaboost_standard_scalar_1e-07,adaboost,standard_scalar,1e-07,78.71864080429077,0.6532066508313539,0.8954869358669834,0.9691211401425178,0.997624703087886,1.0,0.6532066508313539,0.6532066508313539
adaboost_standard_scalar_1e-06,adaboost,standard_scalar,1e-06,120.37880492210388,0.5190023752969121,0.7648456057007126,0.8966745843230404,0.9928741092636579,1.0,0.5190023752969121,0.5190023752969121
adaboost_standard_scalar_1e-05,adaboost,standard_scalar,1e-05,127.229248046875,0.5415676959619953,0.8123515439429929,0.9216152019002375,0.9893111638954869,1.0,0.5415676959619953,0.5415676959619953
adaboost_standard_scalar_0.0001,adaboost,standard_scalar,0.0001,144.74881410598755,0.3004750593824228,0.5641330166270784,0.7434679334916865,0.9192399049881235,1.0,0.3004750593824228,0.3004750593824228
adaboost_standard_scalar_0.001,adaboost,standard_scalar,0.001,162.9868941307068,0.4584323040380047,0.7410926365795725,0.8586698337292161,0.9643705463182898,1.0,0.4584323040380047,0.4584323040380047
adaboost_standard_scalar_0.01,adaboost,standard_scalar,0.01,160.19280886650085,0.4809976247030879,0.7612826603325415,0.8598574821852731,0.9798099762470309,1.0,0.4809976247030879,0.4809976247030879
adaboost_standard_scalar_0.1,adaboost,standard_scalar,0.1,159.38363194465637,0.2173396674584323,0.661520190023753,0.8669833729216152,0.9774346793349169,1.0,0.2173396674584323,0.2173396674584323
adaboost_standard_scalar_1,adaboost,standard_scalar,1.0,172.8346209526062,0.3503562945368171,0.7304038004750594,0.8752969121140143,0.982185273159145,1.0,0.3503562945368171,0.3503562945368171
adaboost_standard_scalar_10,adaboost,standard_scalar,10.0,175.9605348110199,0.16983372921615203,0.336104513064133,0.5451306413301663,0.9501187648456056,1.0,0.16983372921615203,0.16983372921615203
adaboost_standard_scalar_100,adaboost,standard_scalar,100.0,173.13709497451782,0.2826603325415677,0.47862232779097386,0.7030878859857482,0.9631828978622328,1.0,0.2826603325415677,0.2826603325415677
adaboost_standard_scalar_1000,adaboost,standard_scalar,1000.0,184.02229809761047,0.3646080760095012,0.6769596199524941,0.7565320665083135,0.9168646080760094,1.0,0.3646080760095012,0.3646080760095012
adaboost_total_sum_0,adaboost,total_sum,0.0,60.54270911216736,0.5427553444180523,0.8266033254156769,0.9346793349168646,0.994061757719715,1.0,0.5427553444180523,0.5427553444180523
adaboost_total_sum_1e-10,adaboost,total_sum,1e-10,134.12660193443298,0.5213776722090261,0.7980997624703088,0.8966745843230404,0.994061757719715,1.0,0.5213776722090261,0.5213776722090261
adaboost_total_sum_1e-09,adaboost,total_sum,1e-09,139.7708079814911,0.5106888361045131,0.7897862232779097,0.9133016627078385,0.995249406175772,1.0,0.5106888361045131,0.5106888361045131
adaboost_total_sum_1e-08,adaboost,total_sum,1e-08,135.1295690536499,0.49287410926365793,0.7874109263657957,0.9204275534441805,0.995249406175772,1.0,0.49287410926365793,0.49287410926365793
adaboost_total_sum_1e-07,adaboost,total_sum,1e-07,137.06945514678955,0.4833729216152019,0.7375296912114014,0.8574821852731591,0.9904988123515439,1.0,0.4833729216152019,0.4833729216152019
adaboost_total_sum_1e-06,adaboost,total_sum,1e-06,142.6981360912323,0.5866983372921615,0.8242280285035629,0.9501187648456056,0.995249406175772,1.0,0.5866983372921615,0.5866983372921615
adaboost_total_sum_1e-05,adaboost,total_sum,1e-05,135.80496215820312,0.5783847980997625,0.827790973871734,0.9275534441805225,0.9774346793349169,1.0,0.5783847980997625,0.5783847980997625
adaboost_total_sum_0.0001,adaboost,total_sum,0.0001,139.251708984375,0.3657957244655582,0.5486935866983373,0.6104513064133017,0.7885985748218527,1.0,0.3657957244655582,0.3657957244655582
adaboost_total_sum_0.001,adaboost,total_sum,0.001,175.0380847454071,0.3527315914489311,0.5581947743467933,0.8016627078384798,0.9703087885985748,1.0,0.3527315914489311,0.3527315914489311
adaboost_total_sum_0.01,adaboost,total_sum,0.01,183.54751586914062,0.31235154394299286,0.5581947743467933,0.831353919239905,0.9608076009501187,1.0,0.31235154394299286,0.31235154394299286
adaboost_total_sum_0.1,adaboost,total_sum,0.1,172.03627681732178,0.3646080760095012,0.6769596199524941,0.6971496437054632,0.9619952494061758,1.0,0.3646080760095012,0.3646080760095012
adaboost_total_sum_1,adaboost,total_sum,1.0,177.26708984375,0.31235154394299286,0.3919239904988123,0.7565320665083135,0.9619952494061758,1.0,0.31235154394299286,0.31235154394299286
adaboost_total_sum_10,adaboost,total_sum,10.0,176.38640117645264,0.31235154394299286,0.6769596199524941,0.6935866983372921,0.7921615201900237,1.0,0.31235154394299286,0.31235154394299286
adaboost_total_sum_100,adaboost,total_sum,100.0,188.08744716644287,0.18646080760095013,0.5510688836104513,0.6306413301662708,0.669833729216152,1.0,0.18646080760095013,0.18646080760095013
adaboost_total_sum_1000,adaboost,total_sum,1000.0,196.28101086616516,0.31235154394299286,0.6769596199524941,0.6935866983372921,0.7921615201900237,1.0,0.31235154394299286,0.31235154394299286
decision_tree_binary_0,decision_tree,binary,0.0,0.7968130111694336,0.8171021377672208,0.828978622327791,0.8622327790973872,0.9429928741092637,1.0,0.8171021377672208,0.8171021377672208
decision_tree_binary_1e-10,decision_tree,binary,1e-10,5.027456045150757,0.8111638954869359,0.8242280285035629,0.8586698337292161,0.9406175771971497,1.0,0.8111638954869359,0.8111638954869359
decision_tree_binary_1e-09,decision_tree,binary,1e-09,5.032511949539185,0.8123515439429929,0.8242280285035629,0.8598574821852731,0.9370546318289786,1.0,0.8123515439429929,0.8123515439429929
decision_tree_binary_1e-08,decision_tree,binary,1e-08,5.038913011550903,0.8147268408551069,0.8242280285035629,0.8622327790973872,0.9441805225653207,1.0,0.8147268408551069,0.8147268408551069
decision_tree_binary_1e-07,decision_tree,binary,1e-07,7.792473077774048,0.8087885985748219,0.8171021377672208,0.8598574821852731,0.9382422802850356,1.0,0.8087885985748219,0.8087885985748219
decision_tree_binary_1e-06,decision_tree,binary,1e-06,9.92391586303711,0.8194774346793349,0.831353919239905,0.8836104513064132,0.9513064133016627,1.0,0.8194774346793349,0.8194774346793349
decision_tree_binary_1e-05,decision_tree,binary,1e-05,11.377424001693726,0.8016627078384798,0.8111638954869359,0.8657957244655582,0.9453681710213777,1.0,0.8016627078384798,0.8016627078384798
decision_tree_binary_0.0001,decision_tree,binary,0.0001,15.744400262832642,0.8040380047505938,0.8206650831353919,0.8776722090261283,0.9465558194774347,1.0,0.8040380047505938,0.8040380047505938
decision_tree_binary_0.001,decision_tree,binary,0.001,16.43393611907959,0.7921615201900237,0.8040380047505938,0.8681710213776722,0.9477434679334917,1.0,0.7921615201900237,0.7921615201900237
decision_tree_binary_0.01,decision_tree,binary,0.01,15.435205936431885,0.8099762470308789,0.8230403800475059,0.8705463182897862,0.9489311163895487,1.0,0.8099762470308789,0.8099762470308789
decision_tree_binary_0.1,decision_tree,binary,0.1,15.859564065933228,0.8111638954869359,0.8194774346793349,0.8705463182897862,0.9513064133016627,1.0,0.8111638954869359,0.8111638954869359
decision_tree_binary_1,decision_tree,binary,1.0,10.578657865524292,0.5427553444180523,0.6199524940617577,0.7885985748218527,0.9192399049881235,1.0,0.5427553444180523,0.5427553444180523
decision_tree_binary_10,decision_tree,binary,10.0,13.995788812637329,0.31235154394299286,0.3919239904988123,0.5783847980997625,0.9619952494061758,1.0,0.31235154394299286,0.31235154394299286
decision_tree_binary_100,decision_tree,binary,100.0,15.208302974700928,0.31235154394299286,0.3919239904988123,0.5783847980997625,0.9619952494061758,1.0,0.31235154394299286,0.31235154394299286
decision_tree_binary_1000,decision_tree,binary,1000.0,10.786277770996094,0.3646080760095012,0.44418052256532065,0.6306413301662708,0.666270783847981,1.0,0.3646080760095012,0.3646080760095012
decision_tree_clr_0,decision_tree,clr,0.0,12.123001098632812,0.7933491686460807,0.8123515439429929,0.8551068883610451,0.9465558194774347,1.0,0.7933491686460807,0.7933491686460807
decision_tree_clr_1e-10,decision_tree,clr,1e-10,12.097272157669067,0.7921615201900237,0.8087885985748219,0.8527315914489311,0.9394299287410927,1.0,0.7921615201900237,0.7921615201900237
decision_tree_clr_1e-09,decision_tree,clr,1e-09,12.108870267868042,0.7731591448931117,0.7933491686460807,0.8432304038004751,0.9418052256532067,1.0,0.7731591448931117,0.7731591448931117
decision_tree_clr_1e-08,decision_tree,clr,1e-08,12.2311692237854,0.7957244655581948,0.8111638954869359,0.8527315914489311,0.9441805225653207,1.0,0.7957244655581948,0.7957244655581948
decision_tree_clr_1e-07,decision_tree,clr,1e-07,13.046410083770752,0.7790973871733967,0.7945368171021377,0.8396674584323041,0.9406175771971497,1.0,0.7790973871733967,0.7790973871733967
decision_tree_clr_1e-06,decision_tree,clr,1e-06,12.533459186553955,0.7850356294536817,0.8004750593824228,0.8432304038004751,0.9394299287410927,1.0,0.7850356294536817,0.7850356294536817
decision_tree_clr_1e-05,decision_tree,clr,1e-05,13.98584508895874,0.7707838479809976,0.7862232779097387,0.831353919239905,0.9346793349168646,1.0,0.7707838479809976,0.7707838479809976
decision_tree_clr_0.0001,decision_tree,clr,0.0001,14.504097938537598,0.7909738717339667,0.8052256532066508,0.8515439429928741,0.9406175771971497,1.0,0.7909738717339667,0.7909738717339667
decision_tree_clr_0.001,decision_tree,clr,0.001,12.686767101287842,0.7862232779097387,0.8040380047505938,0.8467933491686461,0.9358669833729216,1.0,0.7862232779097387,0.7862232779097387
decision_tree_clr_0.01,decision_tree,clr,0.01,14.275776624679565,0.7743467933491687,0.7897862232779097,0.834916864608076,0.9287410926365796,1.0,0.7743467933491687,0.7743467933491687
decision_tree_clr_0.1,decision_tree,clr,0.1,14.483002185821533,0.7838479809976246,0.8016627078384798,0.8444180522565321,0.9299287410926366,1.0,0.7838479809976246,0.7838479809976246
decision_tree_clr_1,decision_tree,clr,1.0,14.811325311660767,0.7838479809976246,0.8016627078384798,0.8527315914489311,0.9429928741092637,1.0,0.7838479809976246,0.7838479809976246
decision_tree_clr_10,decision_tree,clr,10.0,9.648239135742188,0.5130641330166271,0.6045130641330166,0.7684085510688836,0.9192399049881235,1.0,0.5130641330166271,0.5130641330166271
decision_tree_clr_100,decision_tree,clr,100.0,11.95617413520813,0.31235154394299286,0.3919239904988123,0.5783847980997625,0.9619952494061758,1.0,0.31235154394299286,0.31235154394299286
decision_tree_clr_1000,decision_tree,clr,1000.0,15.019746780395508,0.31235154394299286,0.3919239904988123,0.5783847980997625,0.9619952494061758,1.0,0.31235154394299286,0.31235154394299286
decision_tree_multiplicative_replacement_0,decision_tree,multiplicative_replacement,0.0,4.278714179992676,0.7802850356294537,0.7980997624703088,0.8467933491686461,0.9346793349168646,1.0,0.7802850356294537,0.7802850356294537
decision_tree_multiplicative_replacement_1e-10,decision_tree,multiplicative_replacement,1e-10,9.84033727645874,0.7862232779097387,0.7992874109263658,0.8491686460807601,0.9382422802850356,1.0,0.7862232779097387,0.7862232779097387
decision_tree_multiplicative_replacement_1e-09,decision_tree,multiplicative_replacement,1e-09,9.847553730010986,0.7885985748218527,0.7992874109263658,0.8456057007125891,0.9323040380047506,1.0,0.7885985748218527,0.7885985748218527
decision_tree_multiplicative_replacement_1e-08,decision_tree,multiplicative_replacement,1e-08,9.944381952285767,0.7707838479809976,0.7862232779097387,0.832541567695962,0.9263657957244655,1.0,0.7707838479809976,0.7707838479809976
decision_tree_multiplicative_replacement_1e-07,decision_tree,multiplicative_replacement,1e-07,12.190072059631348,0.7838479809976246,0.7957244655581948,0.8432304038004751,0.9382422802850356,1.0,0.7838479809976246,0.7838479809976246
decision_tree_multiplicative_replacement_1e-06,decision_tree,multiplicative_replacement,1e-06,11.277966260910034,0.7660332541567696,0.7779097387173397,0.830166270783848,0.9382422802850356,1.0,0.7660332541567696,0.7660332541567696
decision_tree_multiplicative_replacement_1e-05,decision_tree,multiplicative_replacement,1e-05,13.893582820892334,0.8052256532066508,0.8147268408551069,0.8574821852731591,0.9513064133016627,1.0,0.8052256532066508,0.8052256532066508
decision_tree_multiplicative_replacement_0.0001,decision_tree,multiplicative_replacement,0.0001,13.73629879951477,0.8016627078384798,0.8111638954869359,0.8681710213776722,0.9489311163895487,1.0,0.8016627078384798,0.8016627078384798
decision_tree_multiplicative_replacement_0.001,decision_tree,multiplicative_replacement,0.001,10.613290071487427,0.5368171021377672,0.6140142517814727,0.7292161520190024,0.9216152019002375,1.0,0.5368171021377672,0.5368171021377672
decision_tree_multiplicative_replacement_0.01,decision_tree,multiplicative_replacement,0.01,12.062624216079712,0.08432304038004751,0.2695961995249406,0.28978622327790976,0.666270783847981,1.0,0.08432304038004751,0.08432304038004751
decision_tree_multiplicative_replacement_0.1,decision_tree,multiplicative_replacement,0.1,13.607187986373901,0.36342042755344417,0.44299287410926363,0.6294536817102138,0.666270783847981,1.0,0.36342042755344417,0.36342042755344417
decision_tree_multiplicative_replacement_1,decision_tree,multiplicative_replacement,1.0,18.35028600692749,0.3646080760095012,0.44418052256532065,0.6306413301662708,0.666270783847981,1.0,0.3646080760095012,0.3646080760095012
decision_tree_multiplicative_replacement_10,decision_tree,multiplicative_replacement,10.0,14.032711029052734,0.18646080760095013,0.2660332541567696,0.2850356294536817,0.666270783847981,1.0,0.18646080760095013,0.18646080760095013
decision_tree_multiplicative_replacement_100,decision_tree,multiplicative_replacement,100.0,15.225878715515137,0.31235154394299286,0.3919239904988123,0.5783847980997625,0.9619952494061758,1.0,0.31235154394299286,0.31235154394299286
decision_tree_multiplicative_replacement_1000,decision_tree,multiplicative_replacement,1000.0,12.230066299438477,0.31235154394299286,0.3919239904988123,0.5783847980997625,0.9619952494061758,1.0,0.31235154394299286,0.31235154394299286
decision_tree_raw_0,decision_tree,raw,0.0,0.7951011657714844,0.815914489311164,0.827790973871734,0.8669833729216152,0.9394299287410927,1.0,0.815914489311164,0.815914489311164
decision_tree_raw_1e-10,decision_tree,raw,1e-10,5.033287763595581,0.828978622327791,0.838479809976247,0.8717339667458432,0.9477434679334917,1.0,0.828978622327791,0.828978622327791
decision_tree_raw_1e-09,decision_tree,raw,1e-09,5.09355902671814,0.8111638954869359,0.8206650831353919,0.8586698337292161,0.9406175771971497,1.0,0.8111638954869359,0.8111638954869359
decision_tree_raw_1e-08,decision_tree,raw,1e-08,5.041359186172485,0.8111638954869359,0.8230403800475059,0.8586698337292161,0.9406175771971497,1.0,0.8111638954869359,0.8111638954869359
decision_tree_raw_1e-07,decision_tree,raw,1e-07,9.111934900283813,0.8182897862232779,0.8266033254156769,0.8705463182897862,0.9441805225653207,1.0,0.8182897862232779,0.8182897862232779
decision_tree_raw_1e-06,decision_tree,raw,1e-06,9.944905042648315,0.7921615201900237,0.8052256532066508,0.8717339667458432,0.9418052256532067,1.0,0.7921615201900237,0.7921615201900237
decision_tree_raw_1e-05,decision_tree,raw,1e-05,11.006819009780884,0.8230403800475059,0.834916864608076,0.8752969121140143,0.9453681710213777,1.0,0.8230403800475059,0.8230403800475059
decision_tree_raw_0.0001,decision_tree,raw,0.0001,14.706366777420044,0.7933491686460807,0.8087885985748219,0.8657957244655582,0.9465558194774347,1.0,0.7933491686460807,0.7933491686460807
decision_tree_raw_0.001,decision_tree,raw,0.001,16.397565126419067,0.8028503562945368,0.8123515439429929,0.8646080760095012,0.9465558194774347,1.0,0.8028503562945368,0.8028503562945368
decision_tree_raw_0.01,decision_tree,raw,0.01,14.701920986175537,0.7980997624703088,0.8087885985748219,0.8610451306413301,0.9394299287410927,1.0,0.7980997624703088,0.7980997624703088
decision_tree_raw_0.1,decision_tree,raw,0.1,15.54224419593811,0.8016627078384798,0.8147268408551069,0.8717339667458432,0.9429928741092637,1.0,0.8016627078384798,0.8016627078384798
